,type,drugbank_id,name,state,cal_logp,cal_logs,cal_water_solubility,cal_molecular_weight,cal_polar_surface_area,cal_refractivity,cal_polarizability,cal_rotatable_bond_count,cal_h_bond_acceptor_count,cal_h_bond_donor_count,cal_pka_acidic,cal_pka_basic,cal_physiological_charge,cal_number_of_rings,cal_bioavailability,cal_rule_of_five,exp_molecular_weight,exp_logp,exp_pka,half_life
1103,small molecule,DB01124,Tolbutamide,solid,2.04,-3.1,2.02e-01 g/l,270.348,75.27,70.27,29.1,4,3,2,4.33,,-1,1,1,1,,2.34,5.16,"Approximately 7 hours with interindividual variations ranging from 4-25 hours. Tolbutamide has the shortest duration of action, 6-12 hours, of the antidiabetic sulfonylureas."
1104,small molecule,DB01125,Anisindione,solid,2.99,-4.3,1.28e-02 g/l,252.2647,43.37,71.7,26.3,2,3,0,4.5,-4.8,-1,3,1,1,,2.88,,Not Known
1105,small molecule,DB01126,Dutasteride,solid,5.45,-5.8,9.08e-04 g/l,528.5297,58.2,127.9,50.13,4,2,2,12.56,2.17,0,5,0,0,,6.8,,The terminal elimination half-life of dutasteride is approximately 5 weeks at steady state. This long half-life accounts for the serum concentrations remaining detectable for up to 4 to 6 months after discontinuation of treatment.[L10568]
1106,small molecule,DB01127,Econazole,solid,4.67,-5.4,1.48e-03 g/l,381.684,27.05,98.26,37.37,6,2,0,,6.77,0,3,1,0,,5.5,,
1107,small molecule,DB01128,Bicalutamide,solid,2.7,-4.7,9.28e-03 g/l,430.373,107.26,96.59,36.68,6,5,2,11.95,-4,0,2,1,1,,2.5,12.0,5.9 days
1108,small molecule,DB01129,Rabeprazole,solid,2.04,-3,3.36e-01 g/l,359.443,77.1,98.07,39.64,8,5,1,9.35,4.24,0,3,1,1,,0.6,,1-2 hours (in plasma)
1109,small molecule,DB01130,Prednicarbate,solid,3.08,-4.9,5.62e-03 g/l,488.577,116.2,127.8,52.43,9,6,1,14.83,-2.9,0,4,1,1,,2.9,,
1110,small molecule,DB01131,Proguanil,solid,2.29,-3.3,1.16e-01 g/l,253.731,83.79,91.65,26.75,2,5,5,,10.4,2,1,1,1,,2.53,,Approximately 20 hours
1111,small molecule,DB01132,Pioglitazone,solid,3.17,-4.9,4.42e-03 g/l,356.439,68.29,97.39,37.91,7,4,1,6.66,5.6,-1,3,1,1,,,5.19,"The mean serum half-life of pioglitazone and its metabolites (M-III and M-IV) range from 3-7 hours and 16-24 hours, respectively.[L11416]"
1112,small molecule,DB01133,Tiludronic acid,solid,0.62,-1.7,6.97e+00 g/l,318.608,115.06,65.11,25.37,4,6,4,1.03,,-2,1,1,1,,-3.8,,"The mean plasma elimination half-life is 150 hours, though the elimination rate from bone is unknown.[L4763] The terminal phase half life is approximately 40h after a single IV dose of 10-30mg.[A1923]"
1113,small molecule,DB01134,Desoxycorticosterone pivalate,solid,3.9,-5.5,1.41e-03 g/l,414.586,60.44,117.26,48.3,5,3,0,17.19,-4.8,0,4,1,0,,4,,
1114,small molecule,DB01135,Doxacurium,solid,3.44,-7.1,9.02e-05 g/l,1035.2223,163.36,302.15,113.56,29,14,0,18.41,-4.1,2,6,0,0,,,,99 minutes in normal healthy adults.
1115,small molecule,DB01136,Carvedilol,solid,3.05,-5,4.44e-03 g/l,406.4742,75.74,115.64,45.03,10,5,3,14.03,8.74,1,4,1,1,,3.8,,"The half life of carvedilol is between 7-10 hours, though significantly shorter half lives have also been reported.[A182306,L7889,L7892]"
1116,small molecule,DB01137,Levofloxacin,solid,-0.02,-2.4,1.44e+00 g/l,361.3675,73.32,94.94,36.69,2,7,1,5.45,6.2,-1,4,1,1,,2.1,6.25,"The average terminal elimination half-life of levofloxacin is 6-8 hours.[A190663,L11638]"
1117,small molecule,DB01138,Sulfinpyrazone,solid,2.92,-3.1,3.23e-01 g/l,404.482,57.69,113.62,42.15,6,3,0,3.41,-6.7,-1,4,1,1,,2.30,3.25,Approximately 4-6 hours
1118,small molecule,DB01139,Cefapirin,solid,0.18,-3.4,1.51e-01 g/l,423.463,125.9,102.43,40.63,8,6,2,3.35,4.99,-1,3,1,1,,-1.15,2.15,
1119,small molecule,DB01140,Cefadroxil,solid,0.51,-3,3.99e-01 g/l,363.388,132.96,90.95,35.86,4,6,4,3.45,7.43,0,3,1,1,,-0.4,,1.5 hours
1120,small molecule,DB01141,Micafungin,solid,0.67,-3.8,2.18e-01 g/l,1270.274,510.14,303.07,128.22,18,22,16,-2.2,-3.6,-1,7,0,0,,-1.5,,14-17 hours
1121,small molecule,DB01142,Doxepin,solid,4.08,-3.9,3.19e-02 g/l,279.3761,12.47,98.24,32.47,3,2,0,,9.76,1,3,1,1,,4.29,8.96,The mean elimination half-life is reported to be of 15 hours.[T388]
1122,small molecule,DB01143,Amifostine,solid,-1.4,-1.1,1.87e+01 g/l,214.223,95.58,51.28,21.01,7,5,4,2.06,10.71,0,0,1,1,,-1.9,,8 minutes
1123,small molecule,DB01144,Diclofenamide,solid,0.92,-2.9,3.98e-01 g/l,305.159,120.32,59.98,25.04,2,4,2,7.94,,0,1,1,1,,0.2,,
1124,small molecule,DB01145,Sulfoxone,solid,1.38,-2.2,2.63e+00 g/l,404.482,132.8,96.95,38.81,8,8,4,-1.5,-0.056,-2,2,1,1,,-2.8,,3-8 hours
1125,small molecule,DB01146,Diphenylpyraline,solid,3.82,-4.2,1.88e-02 g/l,281.392,12.47,87.36,32.97,4,2,0,,8.87,1,3,1,1,,3.7,,
1126,small molecule,DB01147,Cloxacillin,solid,2.61,-3.9,5.32e-02 g/l,435.881,112.74,106.64,41.64,4,5,2,3.75,-0.41,-1,4,1,1,,2.48,2.78,
1127,small molecule,DB01148,Flavoxate,solid,3.65,-4.4,1.54e-02 g/l,391.4596,55.84,113.51,43.39,6,4,0,,7.29,1,4,1,1,,4.4,7.3,
1128,small molecule,DB01149,Nefazodone,solid,3.71,-3.8,6.98e-02 g/l,470.007,51.62,132.38,51.85,10,5,0,,7.09,1,4,1,1,,4.7,,2-4 hours
1129,small molecule,DB01150,Cefprozil,solid,0.94,-3.4,1.49e-01 g/l,389.426,132.96,101.27,39.35,5,6,4,3.3,7.22,0,3,1,1,,0.6,,1.3 hours
1130,small molecule,DB01151,Desipramine,solid,4.02,-3.8,3.96e-02 g/l,266.3807,15.27,85.31,31.74,4,2,1,,10.02,1,3,1,1,,4.90,10.4,7-60+ hours; 70% eliminated renally
1131,small molecule,DB01152,Candicidin,solid,-0.76,-5.2,7.14e-03 g/l,1109.317,364.22,302.12,118.61,10,19,11,3.68,9.07,0,3,0,0,,1.7,,
1132,small molecule,DB01153,Sertaconazole,solid,5.74,-4.8,6.37e-03 g/l,437.77,27.05,111.6,42.93,6,2,0,,6.77,0,4,1,0,,6.2,,
1133,small molecule,DB01154,Thiamylal,solid,3.11,-3.7,5.06e-02 g/l,254.349,58.2,70.64,26.75,5,2,2,7.2,-3,0,1,1,1,,3.23,7.48,"Although no studies have been performed on humans, the half-life in cats is 14.3 hours."
1134,small molecule,DB01155,Gemifloxacin,solid,-0.82,-3.3,2.10e-01 g/l,389.3809,121.35,99.74,39.3,5,9,2,5.53,9.53,0,4,1,1,,2.3,,7 (&plusmn; 2) hours
1135,small molecule,DB01156,Bupropion,solid,3.28,-3.5,6.93e-02 g/l,239.741,29.1,67.7,25.93,4,2,1,18.29,8.22,1,1,1,1,,3.6,,24 hours
1136,small molecule,DB01157,Trimetrexate,solid,2.36,-4.1,3.09e-02 g/l,369.4176,117.54,107.7,40.24,6,8,3,17.04,7.54,1,3,1,1,,2.55,8.0,11 to 20 hours
1137,small molecule,DB01158,Bretylium,solid,-1.4,-6.3,1.54e-04 g/l,243.163,0,72.89,23.24,3,0,0,17.58,,1,1,1,1,,,,"The terminal half-life in four normal volunteers averaged 7.8&plusmn;0.6 hours (range 6.9-8.1). During hemodialysis, this patient's arterial and venous bretylium concentrations declined rapidly, resulting in a half-life of 13 hours."
1138,small molecule,DB01159,Halothane,liquid,2.5,-1.7,3.81e+00 g/l,197.382,0,24.63,9.78,1,0,0,,,0,0,1,1,,2.30,,
1139,small molecule,DB01160,Dinoprost tromethamine,solid,3.11,-3.5,1.17e-01 g/l,475.616,97.99,100.47,41.08,15,5,4,4.36,-1.6,-1,1,1,1,,-0.12,,The half-life of dinoprost in amniotic fluid is 3 to 6 hours. The plasma half-life of dinoprost after intravenous administration is reported to be less than 1 minute.
1140,small molecule,DB01161,Chloroprocaine,solid,2.72,-2.3,1.30e+00 g/l,270.755,55.56,75.1,28.74,7,3,1,,8.96,1,1,1,1,,2.86,,21 +/- 2 seconds
1141,small molecule,DB01162,Terazosin,solid,1.12,-2.4,1.50e+00 g/l,387.4329,103.04,105.18,41.26,4,8,1,19.93,7.24,1,4,1,1,,,,Terazosin has a mean half life 12 hours though this can be as high as 14 hours in patients over 70 years and as low as 11.4 hours in patients 20 to 39 years old[FDA Label][A176831].
1142,small molecule,DB01163,Amdinocillin,solid,1.41,-2.5,9.79e-01 g/l,325.426,73.21,84.31,34.18,2,5,1,3.3,7.92,0,3,1,1,,1.3,,Approximately 1 hour in patients with normal renal function. Increases to 3 to 6 hours in anephric patients.
1143,small molecule,DB01164,Calcium chloride,solid,1.08,-0.71,2.14e+01 g/l,110.984,0,0,1.78,0,0,0,3.09,,2,0,1,1,,,,
1144,small molecule,DB01165,Ofloxacin,solid,-0.02,-2.4,1.44e+00 g/l,361.3675,73.32,94.94,36.69,2,7,1,5.45,6.2,-1,4,1,1,,-0.39,,9 hours
1145,small molecule,DB01166,Cilostazol,solid,3.38,-4.1,3.24e-02 g/l,369.4607,81.93,117.13,41.15,7,5,1,14.42,-0.51,0,4,1,1,,2.3,,11-13 hours.
1146,small molecule,DB01167,Itraconazole,solid,5.48,-4.9,9.64e-03 g/l,705.633,100.79,200.4,74.5,11,9,0,,3.91,0,7,0,0,,5.66,3.70,21 hours
1147,small molecule,DB01168,Procarbazine,solid,0.53,-3,2.28e-01 g/l,221.2988,53.16,86.98,25.88,5,3,3,15.03,5.6,0,1,1,1,,0.06,,10 minutes
1148,small molecule,DB01169,Arsenic trioxide,solid,1.07,,,197.84,43.37,4.24,6.91,2,2,0,,-6,0,0,1,1,,,,
1149,small molecule,DB01170,Guanethidine,solid,0.89,-2,2.25e+00 g/l,198.3085,67.64,59.7,23.67,3,4,2,,11.77,2,1,1,1,,0.8,,1.5 days
1150,small molecule,DB01171,Moclobemide,solid,1.56,-2.4,1.12e+00 g/l,268.739,41.57,71.93,28.21,4,3,1,14.73,6.02,0,2,1,1,,10.6,10.6 (ethanol-air),1-2 hours (4 hours in cirrhotic patients); metabolites are renally excreted
1151,small molecule,DB01172,Kanamycin,solid,-3.1,-0.72,9.23e+01 g/l,484.4986,282.61,106.13,47.57,6,15,11,12.11,9.75,4,3,0,0,,-6.3,,2.5 hours
1152,small molecule,DB01173,Orphenadrine,solid,3.5,-4,3.00e-02 g/l,269.3813,12.47,84.97,31.83,6,2,0,,8.87,1,2,1,1,,3.77,8.91,13-20 hours
1153,small molecule,DB01174,Phenobarbital,solid,1.4,-2.9,2.76e-01 g/l,232.2353,75.27,59.75,22.59,2,3,2,7.14,,-1,2,1,1,,1.47,7.3,53 to 118 hours (mean 79 hours)
1154,small molecule,DB01175,Escitalopram,solid,3.58,-4.7,5.88e-03 g/l,324.3919,36.26,94.02,35.3,5,3,0,,9.78,1,3,1,1,,1.34,9.5,"The elimination half-life of escitalopram is 27-32 hours, though this is increased by approximately 50% in the elderly and doubled in patients with reduced hepatic function.[A185420,L8513,L8516,L8522] The elimination half-life of escitalopram's primary metabolite, S-desmethylcitalopram, is approximately 54 hours at steady state.[A39738]"
1155,small molecule,DB01176,Cyclizine,solid,3.55,-3.6,7.52e-02 g/l,266.3807,6.48,84.93,31.53,3,2,0,,8.51,1,3,1,1,,3,,20 hours
1156,small molecule,DB01177,Idarubicin,solid,1.69,-2.8,7.72e-01 g/l,497.4939,176.61,126.43,50.33,3,10,5,9.55,8.95,1,5,1,1,,0.2,,22 hours
1157,small molecule,DB01178,Chlormezanone,solid,0.84,-2.2,1.61e+00 g/l,273.736,54.45,64.88,25.89,1,3,0,19.07,-2.5,0,2,1,1,,1.3,,
1158,small molecule,DB01179,Podofilox,solid,2.37,-3.6,1.14e-01 g/l,414.4053,92.68,103.9,41.71,4,7,1,14.02,-3.2,0,5,1,1,,1.5,,1.0 to 4.5 hours.
1159,small molecule,DB01180,Rescinnamine,solid,4.48,-5.3,3.49e-03 g/l,634.716,117.78,171.16,69.65,11,8,1,16.29,7.56,1,6,0,0,,3.5,,
1160,small molecule,DB01181,Ifosfamide,solid,0.57,-1.2,1.50e+01 g/l,261.086,41.57,58.48,23.94,5,2,1,13.24,0.12,0,1,1,1,,0.86,,7-15 hours. The elimination half-life increase appeared to be related to the increase in ifosfamide volume of distribution with age.
1161,small molecule,DB01182,Propafenone,solid,3.1,-4.6,7.58e-03 g/l,341.444,58.56,100.21,39.75,11,4,2,14.09,9.63,1,2,1,1,,3.2,,2-10 hours
1162,small molecule,DB01183,Naloxone,solid,1.47,-1.8,5.64e+00 g/l,327.3743,70,88.72,33.83,2,5,2,10.07,7.84,1,5,1,1,,2.09,,"The mean half life of naloxone hydrochloride is 1.8-2.7 hours intranasally, 1.4 hours intramuscularly, and 1.2 hours intravenously.[L33699] In neonates, the mean half life is 3.1 ± 0.5 hours.[L33699]"
1163,small molecule,DB01184,Domperidone,solid,3.7,-3.7,9.25e-02 g/l,425.911,67.92,119.37,45.61,5,3,2,12.52,7.03,1,5,1,1,,3.90,7.9,7 hours
1164,small molecule,DB01185,Fluoxymesterone,solid,2.5,-3.9,4.52e-02 g/l,336.4409,57.53,90.19,36.63,0,3,2,13.6,-3,0,4,1,1,,2.38,,9.2 hours
1165,small molecule,DB01186,Pergolide,solid,4.17,-5.7,5.84e-04 g/l,314.488,19.03,97.02,38.4,4,1,1,17.35,9.49,1,4,1,1,,4,,27 hours
1166,small molecule,DB01187,Iophendylate,liquid,6.79,-7.2,2.52e-05 g/l,416.3368,26.3,101.6,41.29,12,1,0,,-7,0,1,0,0,,7.7,,
1167,small molecule,DB01188,Ciclopirox,solid,2.15,-2.2,1.41e+00 g/l,207.2689,40.54,60.91,23.12,1,2,1,6.84,-6.2,-1,2,1,1,,2.3,,1.7 hours for 1% topical solution.
1168,small molecule,DB01189,Desflurane,liquid,2.19,-1.7,3.54e+00 g/l,168.0378,9.23,18.12,7.89,3,1,0,18.87,-4.8,0,0,1,1,,,,Desflurane has a terminal elimination half life of 8.16 ± 3.15 minutes.[A226525]
1169,small molecule,DB01190,Clindamycin,solid,1.76,-2.1,3.10e+00 g/l,424.98,102.26,105.72,44.82,7,6,4,12.41,7.55,1,2,1,1,,2.16,7.6,"The elimination half-life of clindamycin is about 3 hours in adults and 2.5 hours in children.[L11602,L11599] Half-life is increased to approximately 4 hours in the elderly.[L11602,L11599]"
1170,small molecule,DB01191,Dexfenfluramine,solid,3.3,-4,2.15e-02 g/l,231.2573,12.03,59.2,22.69,5,1,1,,10.22,1,1,1,1,,3.5,,17-20 hours
1171,small molecule,DB01192,Oxymorphone,solid,1.26,-1.1,2.56e+01 g/l,301.3371,70,79.56,30.77,0,5,2,10.07,8.21,1,5,1,1,,0.83,8.17,1.3 (+/-0.7) hours
1172,small molecule,DB01193,Acebutolol,solid,1.43,-3.3,1.72e-01 g/l,336.4259,87.66,94.87,38.51,10,5,3,13.91,9.65,1,1,1,1,,1.71,,"The plasma elimination half-life is approximately 3 to 4 hours. The half-life of its metabolite, diacetolol, is 8 to 13 hours."
1173,small molecule,DB01194,Brinzolamide,solid,-0.65,-2.7,7.13e-01 g/l,383.507,118.8,87.2,37.93,7,6,2,8.19,6.78,0,2,1,1,,-1.8,,111 days
1174,small molecule,DB01195,Flecainide,solid,2.98,-4.1,3.24e-02 g/l,414.3427,59.59,88.4,35.92,9,4,2,13.68,9.62,1,2,1,1,,3.78,9.3,"In healthy subjects, intravenous flecainide has an average half life of 13 hours for a single dose and 16 hours for multiple oral doses.[A186853,L8878,L5056] In patients with a ventricular premature complex, flecainide has a half life of 20 hours.[A186853,L5056] The half life of meta-O-dealkylated flecainide, a major metabolite of flecainide, is 12.6h.[A186853]"
1175,small molecule,DB01196,Estramustine,solid,4.97,-6.1,3.85e-04 g/l,440.403,49.77,116.21,48.06,6,2,1,19.38,-0.88,0,4,1,0,,5.7,,20 hours
1176,small molecule,DB01197,Captopril,solid,1.02,-1.7,4.52e+00 g/l,217.285,57.61,54.63,21.72,3,3,2,4.02,-1.2,-1,1,1,1,,0.34,,2 hours
1177,small molecule,DB01198,Zopiclone,solid,0.97,-2.6,8.85e-01 g/l,388.808,91.76,95.89,37.67,3,6,0,13.04,6.89,0,4,1,1,,0.8,,Elimination half life is approximately 5 hours (range 3.8 to 6.5 hours) and is prolonged to 11.9 hours in patients with hepatic insufficiency.
1178,small molecule,DB01199,Tubocurarine,solid,3.12,-6.3,3.23e-04 g/l,609.7312,80.62,187.06,66.41,2,5,2,6.45,8.12,1,7,1,0,,,,1-2 hours
1179,small molecule,DB01200,Bromocriptine,solid,3.2,-3.9,8.58e-02 g/l,654.595,118.21,165.51,66.44,5,6,3,9.69,6.71,0,7,1,0,,3.5,,2-8 hours
1180,small molecule,DB01201,Rifapentine,solid,4.83,-4.6,2.13e-02 g/l,877.0307,220.15,242,93.14,6,14,6,7.01,7.98,1,6,0,0,,4,,
1181,small molecule,DB01202,Levetiracetam,solid,-0.64,0.24,2.98e+02 g/l,170.212,63.4,44.08,17.79,3,2,1,16.09,-1.6,0,1,1,1,,-0.6,,"The plasma half-life of levetiracetam is 6-8 hours and is not affected by dose or repeat administration. Half-life is increased in the elderly (by about 40%)[L8615] and those with renal impairment.[L8606,L8600]"
1182,small molecule,DB01203,Nadolol,solid,1.23,-2.1,2.25e+00 g/l,309.4006,81.95,85.53,34.63,6,5,4,13.59,9.76,1,2,1,1,,0.81,9.67,"The half life of nadolol is 20 to 24 hours.[L7922,L7925]"
1183,small molecule,DB01204,Mitoxantrone,liquid,0.91,-2.8,7.34e-01 g/l,444.4809,163.18,123.53,48.49,12,10,8,8.27,9.36,2,3,0,0,,-3.1,,75 hours
1184,small molecule,DB01205,Flumazenil,solid,1.54,-2.5,1.04e+00 g/l,303.2884,64.43,87.93,29.97,3,3,0,,3.27,0,3,1,1,,1.00,,"Initial distribution half-life is 4 to 11 minutes and the terminal half-life is 40 to 80 minutes. Prolongation of the half-life to 1.3 hours in patients with moderate hepatic impairment and 2.4 hours in severely impaired patients. Compared to adults, the elimination half-life in pediatric patients was more variable, averaging 40 minutes (range: 20 to 75 minutes)."
1185,small molecule,DB01206,Lomustine,solid,2.62,-2.5,7.55e-01 g/l,233.695,61.77,58.65,23.61,4,2,1,13.3,-5.3,0,1,1,1,,2.83,,"Approximately 94 minutes, however the metabolites have a serum half-life of 16 to 48 hours."
1186,small molecule,DB01207,Ridogrel,solid,3.24,-4.6,8.39e-03 g/l,366.3344,71.78,88.89,34.94,9,5,1,3.5,4.26,-1,2,1,1,,4.3,,
1187,small molecule,DB01208,Sparfloxacin,solid,-0.07,-3.5,1.13e-01 g/l,392.3998,98.9,101.69,38.98,3,7,3,5.75,8.79,0,4,1,1,,2.5,,Mean terminal elimination half-life of 20 hours (range 16-30 hours). Prolonged in patients with renal impairment (creatinine clearance &lt;50 mL/min).
1188,small molecule,DB01209,Dezocine,solid,3.77,-4.2,1.40e-02 g/l,245.3599,46.25,74.19,28.49,0,2,2,10.43,9.67,1,3,1,1,,3.3,,"Elimination half-life following intramuscular administration averages 2.2 hours. Elimination half-life following a 5mg intravenous dose averages 1.7 to 2.6 hours (range 0.6 to 4.4 hours) while a 10mg dose averages 2.4 to 2.6 hours (range 1.2 to 7.4 hours). In patients with hepatic cirrhosis, the half-life is increased by 30 to 50%."
1189,small molecule,DB01210,Levobunolol,solid,2.06,-3.1,2.51e-01 g/l,291.3853,58.56,83.28,33.38,6,4,2,14.09,9.66,1,2,1,1,,2.40,,20 hours
1190,small molecule,DB01211,Clarithromycin,solid,3.18,-3.5,2.17e-01 g/l,747.9534,182.91,190.79,82.03,8,13,4,12.46,8.38,1,3,0,0,,3.16,8.99 (at 25 °C),3-4 hours
1191,small molecule,DB01212,Ceftriaxone,solid,-0.01,-3.7,1.05e-01 g/l,554.58,208.98,128.47,51.47,8,12,4,2.7,3.36,-2,4,0,0,,-1.7,,"The elimination half-life of ceftriaxone is 5.8-8.7 hours.[L15082] The half-life of ceftriaxone in the middle ear fluid has been estimated to be 25 hours.[L15082,A215627]"
1192,small molecule,DB01213,Fomepizole,liquid,0.41,0.83,5.59e+02 g/l,82.1038,28.68,24.79,8.58,0,1,1,15.82,2.13,0,1,1,1,,0.9,,"The plasma half-life of Antizol varies with dose, even in patients with normal renal function, and has not been calculated."
1193,small molecule,DB01214,Metipranolol,solid,2.13,-3.2,1.73e-01 g/l,309.4006,67.79,86.63,35.85,8,4,2,14.09,9.67,1,1,1,1,,2.66,,
1194,small molecule,DB01215,Estazolam,solid,1.72,-3.8,4.23e-02 g/l,294.738,43.07,94.44,29.83,1,3,0,18.4,4.97,0,4,1,1,,4.7,,The range of estimates for the mean elimination half-life of estazolam varies from 10 to 24 hours.
1195,small molecule,DB01216,Finasteride,solid,3.53,-5.3,1.98e-03 g/l,372.5441,58.2,108.2,43.93,2,2,2,14.53,2.22,0,4,1,1,,3.03,,"In healthy young subjects receiving finasteride, the mean elimination half-life in plasma was 6 hours ranging from 3 to 16 hours. In elderly patients over the age of 70 years, the half-life is prolonged to 8 hours.[L10565]"
1196,small molecule,DB01217,Anastrozole,solid,2.31,-3.6,6.61e-02 g/l,293.3663,78.29,97.47,31.97,4,4,0,,2,0,2,1,1,,1.58,1.4,"The elimination half-life of anastrozole is approximately 50 hours.[L8863,L8869,A186877]"
1197,small molecule,DB01218,Halofantrine,solid,7.34,-6.7,1.11e-04 g/l,500.424,23.47,131.66,51.53,11,2,1,14.47,10.05,1,3,0,0,,8.9,,6-10 days
1198,small molecule,DB01219,Dantrolene,solid,1.65,-3.6,8.05e-02 g/l,314.257,118.05,77.87,30.02,4,5,1,8.23,-1.3,0,3,1,1,,1.70,,"The mean biologic half-life after intravenous administration is variable, between 4 to 8 hours under most experimental conditions, while oral is 8.7 hours for a 100mg dose."
1199,small molecule,DB01220,Rifaximin,solid,4.94,-5,7.38e-03 g/l,785.8785,198.38,216.69,82.26,3,11,5,3.66,11.87,-1,6,0,0,,2.6,,Approximately 6 hours.
1200,small molecule,DB01221,Ketamine,solid,2.69,-3.7,4.64e-02 g/l,237.725,29.1,65.55,24.97,2,2,1,18.78,7.45,1,2,1,1,,3.120,7.5,The reported half-life in preclinical studies for ketamine is 186 min.[A31883]
1201,small molecule,DB01222,Budesonide,solid,2.42,-4,4.57e-02 g/l,430.5339,93.06,116.11,47.11,4,6,2,13.74,-2.9,0,5,1,1,,1.914,,"Budesonide has a plasma elimination half life of 2-3.6h.[L10601,L10604,L10607,L10622] The terminal elimination half life in asthmatic children 4-6 years old is 2.3h.[L10613]"
1202,small molecule,DB01223,Aminophylline,solid,-0.77,,,420.4264,69.3,44.93,16.86,1,3,1,7.82,-0.78,0,4,1,1,,-3.03,,7-9 hours
1203,small molecule,DB01224,Quetiapine,solid,2.93,-4,4.03e-02 g/l,383.507,48.3,114.09,42.78,5,5,1,15.12,7.06,1,4,1,1,,2.81,7.06,"The average terminal half-life of quetiapine is about 6-7 hours.[A185441,L8546]"
1204,small molecule,DB01225,Enoxaparin,solid,,,,,,,,,,,,,,,,,,-1.7,-2.8,The half-life of enoxaparin is about 4 hours after a single dose administered subcutaneously and about 7 hours after several doses.[L31538]  One source mentions a half-life ranging from 1 hour to 4.5 hours.[A228363]
1205,small molecule,DB01226,Mivacurium,liquid,3.8,-7.5,3.26e-05 g/l,1029.2608,144.9,308.74,116.68,30,12,0,18.59,-4.1,2,6,0,0,,,,"The mean elimination half-life ranges from 1.7 to 2.6 minutes in healthy, young adults administered 0.1 to 0.25 mg/kg mivacurium. In 9 patients with end-stage liver disease undergoing liver transplant surgery, plasma clearance was approximately 50% lower than that in 8 control patients with normal hepatic function, while the elimination half-life increased to 4.4 minutes from the 1.8 minute control value."
1206,small molecule,DB01227,Levacetylmethadol,solid,4.78,-5.3,1.79e-03 g/l,353.4977,29.54,117.86,40.53,9,2,0,,9.87,1,2,1,1,,5.4,,2.6 days
1207,small molecule,DB01228,Encainide,solid,4.29,-4.9,4.01e-03 g/l,352.4699,41.57,107.77,41.04,6,3,1,12.37,9.48,1,3,1,1,,4,,1-2 hours
1208,small molecule,DB01229,Paclitaxel,solid,3.2,-5.2,5.56e-03 g/l,853.9061,221.29,218.29,87.17,14,10,4,10.36,-1,0,7,0,0,,3,,"When a 24 hour infusion of 135 mg/m^2 is given to ovarian cancer patients, the elimination half=life is 52.7 hours. "
1209,small molecule,DB01230,Pemoline,solid,0.52,-2.3,9.79e-01 g/l,176.172,64.68,45.7,17.04,1,4,1,14.95,0.99,0,2,1,1,,0.7,,The serum half-life of pemoline is approximately 12 hours.
1210,small molecule,DB01231,Diphenidol,solid,4.08,-4.7,5.87e-03 g/l,309.4452,23.47,96.92,36.66,6,2,1,13.4,9.23,1,3,1,1,,4.3,,4 hours
1211,small molecule,DB01232,Saquinavir,solid,4.04,-5.4,2.47e-03 g/l,670.8408,166.75,186.67,73.76,13,7,5,13.61,8.47,1,5,0,0,,3.8,,
1212,small molecule,DB01233,Metoclopramide,solid,2.18,-3,3.10e-01 g/l,299.796,67.59,83.52,32.7,7,4,2,14.49,9.04,1,1,1,1,,2.667,9.27 ,"The mean elimination half-life of metoclopramide in people with healthy renal function ranges from 5 to 6 hours but is prolonged in patients with renal impairment. Downward dose adjustment should be considered.[A184886,A185153,L8414]"
1213,small molecule,DB01234,Dexamethasone,solid,1.93,-3.9,5.05e-02 g/l,392.4611,94.83,102.49,40.71,2,5,3,12.42,-3.3,0,4,1,1,,1.83,,"The mean terminal half life of a 20mg oral tablet is 4 hours.[L10710] A 1.5mg oral dose of dexamethasone has a half life of 6.6±4.3h, while a 3mg intramuscular dose has a half life of 4.2±1.2h.[A188718]"
